,ST_CASE,HARM_EV_2015
895,40055,Motor Vehicle In-Transport
896,40056,Pedestrian
897,40057,Motor Vehicle In-Transport
898,40058,Motor Vehicle In-Transport
899,40059,Pedestrian
900,40060,Curb
901,40061,Pedestrian
902,40062,Non-Motorist on Personal Conveyance
903,40063,Pedestrian
904,40064,Motor Vehicle In-Transport
905,40065,Pedestrian
906,40066,Boulder
907,40067,Motor Vehicle In-Transport
908,40068,Embankment
909,40069,Motor Vehicle In-Transport
910,40070,Motor Vehicle In-Transport
911,40071,Fell/Jumped from Vehicle
912,40072,Motor Vehicle In-Transport
913,40073,Rollover/Overturn
914,40074,Pedestrian
915,40075,Motor Vehicle In-Transport
916,40076,Guardrail End
917,40077,Pedestrian
918,40078,Motor Vehicle In-Transport
919,40079,Mail Box
920,40080,Pedestrian
921,40081,Guardrail Face
922,40082,Pedestrian
923,40083,Motor Vehicle In-Transport
924,40084,Pedestrian
925,40085,Tree (Standing Only)
926,40086,Motor Vehicle In-Transport
927,40087,Bridge Pier or Support
928,40088,Rollover/Overturn
929,40089,Tree (Standing Only)
930,40090,Motor Vehicle In-Transport
931,40091,Curb
932,40092,Motor Vehicle In-Transport
933,40093,Motor Vehicle In-Transport
934,40094,Pedestrian
935,40095,Shrubbery
936,40096,Motor Vehicle In-Transport
937,40097,Pedestrian
938,40098,Rollover/Overturn
939,40099,Curb
940,40100,Pedestrian
941,40102,Pedestrian
942,40103,Pedalcyclist
943,40104,Pedalcyclist
944,40105,Motor Vehicle In-Transport
945,40106,Pedestrian
946,40108,Non-Motorist on Personal Conveyance
947,40109,Motor Vehicle In-Transport
948,40110,Embankment
949,40111,Motor Vehicle In-Transport
950,40112,Pedestrian
951,40113,Motor Vehicle In-Transport
952,40114,Rollover/Overturn
953,40115,Unknown
954,40116,Unknown
955,40117,Utility Pole/Light Support
956,40118,Motor Vehicle In-Transport
957,40119,Rollover/Overturn
958,40120,Pedestrian
959,40121,Rollover/Overturn
960,40122,Motor Vehicle In-Transport
961,40123,Rollover/Overturn
962,40124,Motor Vehicle In-Transport
963,40125,Curb
964,40126,Embankment
965,40127,Motor Vehicle In-Transport
966,40128,Pedestrian
967,40129,Pedestrian
968,40130,Motor Vehicle In-Transport
969,40131,Fence
970,40132,Ground
971,40133,Motor Vehicle In-Transport
972,40134,Pedestrian
973,40135,Concrete Traffic Barrier
974,40136,Pedestrian
975,40137,Ground
976,40138,Motor Vehicle In-Transport
977,40139,Motor Vehicle In-Transport
978,40140,Embankment
979,40141,Rollover/Overturn
980,40142,Motor Vehicle In-Transport
981,40143,Curb
982,40144,Pedestrian
983,40145,Motor Vehicle In-Transport
984,40146,Motor Vehicle In-Transport
985,40147,Pedestrian
986,40148,Motor Vehicle In-Transport
987,40149,Pedestrian
988,40150,Motor Vehicle In-Transport
989,40151,Motor Vehicle In-Transport
990,40152,Pedalcyclist
991,40153,Parked Motor Vehicle
992,40154,Rollover/Overturn
993,40155,Non-Motorist on Personal Conveyance
994,40156,Motor Vehicle In-Transport
995,40157,Pedestrian
996,40158,Rollover/Overturn
997,40159,Motor Vehicle In-Transport
998,40160,Embankment
999,40161,Motor Vehicle In-Transport
1000,40163,Motor Vehicle In-Transport
1001,40164,Motor Vehicle In-Transport
1002,40165,Rollover/Overturn
1003,40166,Guardrail Face
1004,40167,Curb
1005,40168,Motor Vehicle In-Transport
1006,40169,Motor Vehicle In-Transport
1007,40170,Traffic Sign Support
1008,40171,Motor Vehicle In-Transport
1009,40172,Motor Vehicle In-Transport
1010,40173,Traffic Sign Support
1011,40174,Embankment
1012,40175,Rollover/Overturn
1013,40176,Motor Vehicle In-Transport
1014,40177,Curb
1015,40178,Parked Motor Vehicle
1016,40179,Fell/Jumped from Vehicle
1017,40180,Non-Motorist on Personal Conveyance
1018,40181,Rollover/Overturn
1019,40182,Rollover/Overturn
1020,40183,Rollover/Overturn
1021,40184,Motor Vehicle In-Transport
1022,40185,Other Non-Collision
1023,40186,Motor Vehicle In-Transport
1024,40187,Motor Vehicle In-Transport
1025,40188,Motor Vehicle In-Transport
1026,40189,Curb
1027,40190,Pedestrian
1028,40191,Embankment
1029,40192,Pedestrian
1030,40193,Motor Vehicle In-Transport
1031,40194,Motor Vehicle In-Transport
1032,40195,Motor Vehicle In-Transport
1033,40196,Pedalcyclist
1034,40197,Motor Vehicle In-Transport
1035,40198,Pedalcyclist
1036,40199,Curb
1037,40200,Motor Vehicle In-Transport
1038,40202,Other Fixed Object
1039,40203,Motor Vehicle In-Transport
1040,40204,Non-Motorist on Personal Conveyance
1041,40205,Motor Vehicle In-Transport
1042,40206,Motor Vehicle In-Transport
1043,40207,Motor Vehicle In-Transport
1044,40208,Pedalcyclist
1045,40209,Boulder
1046,40210,Motor Vehicle In-Transport
1047,40211,Motor Vehicle In-Transport
1048,40212,Pedestrian
1049,40213,Rollover/Overturn
1050,40215,Motor Vehicle In-Transport
1051,40217,Rollover/Overturn
1052,40218,Motor Vehicle In-Transport
1053,40219,Motor Vehicle In-Transport
1054,40220,Motor Vehicle In-Transport
1055,40221,Motor Vehicle In-Transport
1056,40222,Curb
1057,40223,Pedestrian
1058,40224,Motor Vehicle In-Transport
1059,40225,Pedalcyclist
1060,40226,Rollover/Overturn
1061,40227,Pedalcyclist
1062,40228,Rollover/Overturn
1063,40229,Boulder
1064,40230,Curb
1065,40231,Motor Vehicle In-Transport
1066,40232,Boulder
1067,40233,Motor Vehicle In-Transport
1068,40234,Motor Vehicle In-Transport
1069,40235,Motor Vehicle In-Transport
1070,40236,Tree (Standing Only)
1071,40237,Pedalcyclist
1072,40238,Rollover/Overturn
1073,40240,Rollover/Overturn
1074,40241,Fence
1075,40242,Motor Vehicle In-Transport
1076,40243,Pedestrian
1077,40244,Embankment
1078,40245,Curb
1079,40246,Curb
1080,40247,Rollover/Overturn
1081,40248,Embankment
1082,40249,Motor Vehicle In-Transport
1083,40250,Motor Vehicle In-Transport
1084,40251,Motor Vehicle In-Transport
1085,40252,Pedestrian
1086,40253,Unknown
1087,40254,Motor Vehicle In-Transport
1088,40257,Unknown
1089,40258,Pedestrian
1090,40259,Unknown
1091,40261,Curb
1092,40262,Pedestrian
1093,40263,Pedestrian
1094,40264,Rollover/Overturn
1095,40265,Motor Vehicle In-Transport
1096,40266,"Other Post, Other Pole, or Other Supports"
1097,40268,"Other Post, Other Pole, or Other Supports"
1098,40269,Motor Vehicle In-Transport
1099,40270,Motor Vehicle In-Transport
1100,40271,Pedestrian
1101,40272,Parked Motor Vehicle
1102,40273,Motor Vehicle In-Transport
1103,40274,Motor Vehicle In-Transport
1104,40275,Unknown
1105,40276,Rollover/Overturn
1106,40277,Motor Vehicle In-Transport
1107,40278,Rollover/Overturn
1108,40279,Rollover/Overturn
1109,40280,Curb
1110,40281,Rollover/Overturn
1111,40282,Rollover/Overturn
1112,40283,Concrete Traffic Barrier
1113,40284,Pedestrian
1114,40286,Curb
1115,40287,Curb
1116,40288,Rollover/Overturn
1117,40289,Motor Vehicle In-Transport
1118,40290,Curb
1119,40291,Motor Vehicle In-Transport
1120,40292,Motor Vehicle In-Transport
1121,40293,Guardrail End
1122,40294,Motor Vehicle In-Transport
1123,40295,Rollover/Overturn
1124,40296,Motor Vehicle In-Transport
1125,40297,Rollover/Overturn
1126,40298,Pedestrian
1127,40299,Rollover/Overturn
1128,40300,Motor Vehicle In-Transport
1129,40301,Tree (Standing Only)
1130,40302,Fell/Jumped from Vehicle
1131,40304,Traffic Sign Support
1132,40305,Utility Pole/Light Support
1133,40306,Motor Vehicle In-Transport
1134,40307,Pedestrian
1135,40308,Curb
1136,40309,Rollover/Overturn
1137,40310,Motor Vehicle In-Transport
1138,40311,Curb
1139,40312,Pedestrian
1140,40313,Traffic Sign Support
1141,40314,Motor Vehicle In-Transport
1142,40315,Pedestrian
1143,40317,Motor Vehicle In-Transport
1144,40318,Motor Vehicle In-Transport
1145,40319,Rollover/Overturn
1146,40320,Pedalcyclist
1147,40321,Tree (Standing Only)
1148,40322,Rollover/Overturn
1149,40323,Embankment
1150,40324,Pedestrian
1151,40325,Motor Vehicle In-Transport
1152,40326,Rollover/Overturn
1153,40327,Pedestrian
1154,40328,Ditch
1155,40329,Boulder
1156,40330,Motor Vehicle In-Transport
1157,40331,Tree (Standing Only)
1158,40332,Motor Vehicle In-Transport
1159,40333,Pedestrian
1160,40334,Motor Vehicle In-Transport
1161,40335,Motor Vehicle In-Transport
1162,40336,Pedestrian
1163,40337,Rollover/Overturn
1164,40338,Motor Vehicle In-Transport
1165,40339,Pedestrian
1166,40340,Motor Vehicle In-Transport
1167,40341,Motor Vehicle In-Transport
1168,40342,Pedestrian
1169,40343,Curb
1170,40344,Motor Vehicle In-Transport
1171,40345,Pedestrian
1172,40346,Curb
1173,40348,Concrete Traffic Barrier
1174,40349,Embankment
1175,40350,Motor Vehicle In-Transport
1176,40351,Motor Vehicle In-Transport
1177,40352,Curb
1178,40353,Unknown
1179,40354,Motor Vehicle In-Transport
1180,40355,Motor Vehicle In-Transport
1181,40356,Fence
1182,40357,Motor Vehicle In-Transport
1183,40358,Pedestrian
1184,40359,Rollover/Overturn
1185,40360,Motor Vehicle In-Transport
1186,40361,Embankment
1187,40362,Rollover/Overturn
1188,40363,Pedestrian
1189,40364,Motor Vehicle In-Transport
1190,40365,Motor Vehicle In-Transport
1191,40366,Pedestrian
1192,40367,Rollover/Overturn
1193,40368,Embankment
1194,40369,Pedalcyclist
1195,40370,Motor Vehicle In-Transport
1196,40371,Curb
1197,40372,Rollover/Overturn
1198,40373,Tree (Standing Only)
1199,40374,Rollover/Overturn
1200,40375,Rollover/Overturn
1201,40376,Rollover/Overturn
1202,40377,Motor Vehicle In-Transport
1203,40378,Rollover/Overturn
1204,40379,Motor Vehicle In-Transport
1205,40380,Motor Vehicle In-Transport
1206,40381,Motor Vehicle In-Transport
1207,40382,Parked Motor Vehicle
1208,40383,Pedestrian
1209,40384,Rollover/Overturn
1210,40385,Motor Vehicle In-Transport
1211,40386,Pedestrian
1212,40387,Pedestrian
1213,40388,Rollover/Overturn
1214,40389,Rollover/Overturn
1215,40390,Rollover/Overturn
1216,40391,Unknown
1217,40392,Rollover/Overturn
1218,40393,Rollover/Overturn
1219,40394,Motor Vehicle In-Transport
1220,40395,Motor Vehicle In-Transport
1221,40396,Motor Vehicle In-Transport
1222,40397,Pedestrian
1223,40398,Motor Vehicle In-Transport
1224,40399,Pedestrian
1225,40400,Pedestrian
1226,40401,Pedestrian
1227,40402,Motor Vehicle In-Transport
1228,40403,Pedestrian
1229,40404,Pedestrian
1230,40405,Curb
1231,40406,Pedestrian
1232,40407,Motor Vehicle In-Transport
1233,40409,Embankment
1234,40410,Non-Motorist on Personal Conveyance
1235,40411,Pedestrian
1236,40412,Pedestrian
1237,40413,Motor Vehicle In-Transport
1238,40414,Motor Vehicle In-Transport
1239,40415,Pedestrian
1240,40416,Rollover/Overturn
1241,40417,Pedalcyclist
1242,40418,Motor Vehicle In-Transport
1243,40419,Pedestrian
1244,40420,Pedestrian
1245,40421,Motor Vehicle In-Transport
1246,40422,Motor Vehicle In-Transport
1247,40423,Embankment
1248,40424,Motor Vehicle In-Transport
1249,40425,Pedalcyclist
1250,40426,Pedestrian
1251,40427,Motor Vehicle In-Transport
1252,40428,Rollover/Overturn
1253,40429,Motor Vehicle In-Transport
1254,40430,Rollover/Overturn
1255,40431,Rollover/Overturn
1256,40432,Rollover/Overturn
1257,40433,Parked Motor Vehicle
1258,40434,Motor Vehicle In-Transport
1259,40435,Motor Vehicle In-Transport
1260,40436,Pedalcyclist
1261,40437,Rollover/Overturn
1262,40438,Motor Vehicle In-Transport
1263,40439,Traffic Sign Support
1264,40440,Rollover/Overturn
1265,40441,Rollover/Overturn
1266,40442,Pedestrian
1267,40443,Curb
1268,40444,Rollover/Overturn
1269,40445,Cable Barrier
1270,40446,Motor Vehicle In-Transport
1271,40447,Curb
1272,40448,Other Object (Not Fixed)
1273,40449,Motor Vehicle In-Transport
1274,40450,Rollover/Overturn
1275,40451,Motor Vehicle In-Transport
1276,40452,Motor Vehicle In-Transport
1277,40454,Curb
1278,40455,Motor Vehicle In-Transport
1279,40456,Motor Vehicle In-Transport
1280,40457,Rollover/Overturn
1281,40458,Curb
1282,40459,Tree (Standing Only)
1283,40460,Pedestrian
1284,40461,Culvert
1285,40462,Pedestrian
1286,40463,Motor Vehicle In-Transport
1287,40464,Guardrail Face
1288,40465,Ditch
1289,40466,Live Animal
1290,40467,Motor Vehicle In-Transport
1291,40468,Rollover/Overturn
1292,40469,Pedestrian
1293,40470,Motor Vehicle In-Transport
1294,40471,Pedestrian
1295,40472,Motor Vehicle In-Transport
1296,40473,Pedestrian
1297,40474,Motor Vehicle In-Transport
1298,40476,Fell/Jumped from Vehicle
1299,40477,Motor Vehicle In-Transport
1300,40478,Rollover/Overturn
1301,40479,Pedestrian
1302,40480,Utility Pole/Light Support
1303,40481,Pedestrian
1304,40482,Pedalcyclist
1305,40483,Motor Vehicle In-Transport
1306,40484,Pedestrian
1307,40485,Rollover/Overturn
1308,40486,Fell/Jumped from Vehicle
1309,40487,Motor Vehicle In-Transport
1310,40488,Rollover/Overturn
1311,40489,Embankment
1312,40490,Pedestrian
1313,40491,Motor Vehicle In-Transport
1314,40492,Pedestrian
1315,40493,Fence
1316,40494,Rollover/Overturn
1317,40495,Motor Vehicle In-Transport
1318,40496,Motor Vehicle In-Transport
1319,40497,Rollover/Overturn
1320,40498,Motor Vehicle In-Transport
1321,40499,Ground
1322,40500,Pedestrian
1323,40501,Pedestrian
1324,40502,Curb
1325,40503,Pedestrian
1326,40504,Motor Vehicle In-Transport
1327,40505,Motor Vehicle In-Transport
1328,40506,Guardrail End
1329,40507,Motor Vehicle In-Transport
1330,40508,Rollover/Overturn
1331,40509,Rollover/Overturn
1332,40510,Motor Vehicle In-Transport
1333,40511,Motor Vehicle In-Transport
1334,40512,Rollover/Overturn
1335,40513,Ditch
1336,40515,Motor Vehicle In-Transport
1337,40516,Rollover/Overturn
1338,40517,Motor Vehicle In-Transport
1339,40518,Utility Pole/Light Support
1340,40519,Motor Vehicle In-Transport
1341,40520,Motor Vehicle In-Transport
1342,40521,Motor Vehicle In-Transport
1343,40522,Motor Vehicle In-Transport
1344,40523,Motor Vehicle In-Transport
1345,40524,Pedalcyclist
1346,40525,Motor Vehicle In-Transport
1347,40526,Motor Vehicle In-Transport
1348,40527,Motor Vehicle In-Transport
1349,40528,Motor Vehicle In-Transport
1350,40529,Ditch
1351,40530,Curb
1352,40531,Rollover/Overturn
1353,40532,Curb
1354,40533,Motor Vehicle In-Transport
1355,40534,Pedestrian
1356,40535,Pedestrian
1357,40536,Guardrail Face
1358,40537,Embankment
1359,40540,Motor Vehicle In-Transport
1360,40541,Rollover/Overturn
1361,40542,Curb
1362,40543,Curb
1363,40544,Motor Vehicle In-Transport
1364,40545,Pedestrian
1365,40546,Motor Vehicle In-Transport
1366,40547,Pedestrian
1367,40548,Motor Vehicle In-Transport
1368,40549,Pedalcyclist
1369,40550,Rollover/Overturn
1370,40551,Motor Vehicle In-Transport
1371,40552,Motor Vehicle In-Transport
1372,40554,Motor Vehicle In-Transport
1373,40555,Motor Vehicle In-Transport
1374,40556,Motor Vehicle In-Transport
1375,40557,Motor Vehicle In-Transport
1376,40558,Culvert
1377,40559,Other Fixed Object
1378,40560,Fence
1379,40561,Fell/Jumped from Vehicle
1380,40562,Utility Pole/Light Support
1381,40563,Pedestrian
1382,40564,Rollover/Overturn
1383,40565,Motor Vehicle In-Transport
1384,40566,Guardrail Face
1385,40567,Impact Attenuator/Crash Cushion
1386,40569,Motor Vehicle In-Transport
1387,40570,Non-Motorist on Personal Conveyance
1388,40571,Live Animal
1389,40572,Rollover/Overturn
1390,40573,Guardrail Face
1391,40574,Motor Vehicle In-Transport
1392,40575,Pedestrian
1393,40576,Pedestrian
1394,40577,Pedestrian
1395,40578,Cable Barrier
1396,40579,Pedalcyclist
1397,40580,Pedestrian
1398,40581,Motor Vehicle In-Transport
1399,40582,Motor Vehicle In-Transport
1400,40583,Guardrail Face
1401,40584,Curb
1402,40585,Pedestrian
1403,40586,Pedalcyclist
1404,40587,Motor Vehicle In-Transport
1405,40588,Motor Vehicle In-Transport
1406,40589,Motor Vehicle In-Transport
1407,40590,Ditch
1408,40591,Pedalcyclist
1409,40592,Pedestrian
1410,40593,Motor Vehicle In-Transport
1411,40594,Pedestrian
1412,40595,Motor Vehicle In-Transport
1413,40596,Rollover/Overturn
1414,40597,Pedestrian
1415,40598,Rollover/Overturn
1416,40599,Pedestrian
1417,40600,Pedestrian
1418,40601,Motor Vehicle In-Transport
1419,40602,Motor Vehicle In-Transport
1420,40603,Motor Vehicle In-Transport
1421,40604,Non-Motorist on Personal Conveyance
1422,40605,Rollover/Overturn
1423,40606,Pedestrian
1424,40607,Motor Vehicle In-Transport
1425,40608,Motor Vehicle In-Transport
1426,40609,Pedestrian
1427,40610,Motor Vehicle In-Transport
1428,40611,Motor Vehicle In-Transport
1429,40612,Pedestrian
1430,40613,"Other Post, Other Pole, or Other Supports"
1431,40614,Motor Vehicle In-Transport
1432,40615,Pedestrian
1433,40616,Motor Vehicle In-Transport
1434,40617,Pedestrian
1435,40618,Utility Pole/Light Support
1436,40619,Rollover/Overturn
1437,40620,Pedestrian
1438,40621,Motor Vehicle In-Transport
1439,40622,Motor Vehicle In-Transport
1440,40623,Motor Vehicle In-Transport
1441,40624,Rollover/Overturn
1442,40625,Tree (Standing Only)
1443,40626,Shrubbery
1444,40627,Motor Vehicle In-Transport
1445,40628,Rollover/Overturn
1446,40629,Shrubbery
1447,40630,Rollover/Overturn
1448,40631,Curb
1449,40632,Guardrail Face
1450,40633,Motor Vehicle In-Transport
1451,40634,Shrubbery
1452,40635,Pedestrian
1453,40636,Motor Vehicle In-Transport
1454,40637,Culvert
1455,40638,Culvert
1456,40639,Rollover/Overturn
1457,40640,Curb
1458,40641,Motor Vehicle In-Transport
1459,40642,Motor Vehicle In-Transport
1460,40643,Pedestrian
1461,40644,Motor Vehicle In-Transport
1462,40645,Rollover/Overturn
1463,40646,Motor Vehicle In-Transport
1464,40647,Motor Vehicle In-Transport
1465,40648,Pedestrian
1466,40649,Motor Vehicle In-Transport
1467,40650,Rollover/Overturn
1468,40651,Rollover/Overturn
1469,40652,Pedestrian
1470,40653,Rollover/Overturn
1471,40654,Rollover/Overturn
1472,40655,Concrete Traffic Barrier
1473,40656,Curb
1474,40657,Rollover/Overturn
1475,40658,Motor Vehicle In-Transport
1476,40659,Pedestrian
1477,40660,Motor Vehicle In-Transport
1478,40661,Motor Vehicle In-Transport
1479,40662,Motor Vehicle In-Transport
1480,40663,Motor Vehicle In-Transport
1481,40664,Fence
1482,40665,Motor Vehicle In-Transport
1483,40666,Motor Vehicle In-Transport
1484,40667,Rollover/Overturn
1485,40668,Pedestrian
1486,40669,Motor Vehicle In-Transport
1487,40670,Motor Vehicle In-Transport
1488,40671,Motor Vehicle In-Transport
1489,40672,Rollover/Overturn
1490,40673,Curb
1491,40674,Motor Vehicle In-Transport
1492,40675,Jackknife (harmful to this vehicle)
1493,40676,Motor Vehicle In-Transport
1494,40677,Rollover/Overturn
1495,40678,Fence
1496,40679,Motor Vehicle In-Transport
1497,40680,Fence
1498,40681,Motor Vehicle In-Transport
1499,40682,Curb
1500,40683,Pedestrian
1501,40684,Motor Vehicle In-Transport
1502,40685,Pedestrian
1503,40686,Motor Vehicle In-Transport
1504,40687,Rollover/Overturn
1505,40688,Motor Vehicle In-Transport
1506,40689,Pedestrian
1507,40690,Pedestrian
1508,40691,Curb
1509,40692,Rollover/Overturn
1510,40693,Motor Vehicle In-Transport
1511,40694,Motor Vehicle In-Transport
1512,40695,Concrete Traffic Barrier
1513,40696,Motor Vehicle In-Transport
1514,40697,Motor Vehicle In-Transport
1515,40698,Traffic Sign Support
